year,organization,program_name,base_price,competitor_price,student_count,admission_score,salary_index,final_price
2019,"Адыгейский гос. ун-т., г. Майкоп",Дизайн,155000.0,220000.0,1,81.2,104.47,185000.0
2019,"Адыгейский гос. ун-т., г. Майкоп",История,92000.0,116500.0,1,60.7,104.47,96000.0
2019,"Адыгейский гос. ун-т., г. Майкоп",Лингвистика и иностранные языки,92000.0,122450.0,4,59.2,104.47,96000.0
2019,"Адыгейский гос. ун-т., г. Майкоп",Менеджмент,92000.0,118500.0,6,52.3,104.47,96000.0
2019,"Адыгейский гос. ун-т., г. Майкоп",Педагогическое образование,92000.0,114850.0,14,64.2,104.47,96000.0
2019,"Адыгейский гос. ун-т., г. Майкоп",Психолого-педагогическое и специальное (дефектологическое) образование,92000.0,114700.0,2,47.0,104.47,96000.0
2019,"Адыгейский гос. ун-т., г. Майкоп",Физическая культура,155000.0,153150.0,2,56.3,104.47,139000.0
2019,"Адыгейский гос. ун-т., г. Майкоп",Филология,92000.0,120000.0,2,57.7,104.47,96000.0
2019,"Адыгейский гос. ун-т., г. Майкоп",Экономика,92000.0,114500.0,10,57.4,104.47,96000.0
2019,"Адыгейский гос. ун-т., г. Майкоп",Юриспруденция,92000.0,120000.0,34,56.2,104.47,96000.0
2019,Азово-Черноморский инженерный ин-т. - филиал Донского государственного аграрного ун-т.а в г. Зернограде,Экономика,102200.0,114500.0,1,51.7,104.47,110700.0
2019,"Академия маркетинга и социально-информационных технологий - ИМСИТ, г. Краснодар",Государственное и муниципальное управление,77700.0,117200.0,12,49.4,104.47,83000.0
2019,"Академия маркетинга и социально-информационных технологий - ИМСИТ, г. Краснодар",Дизайн,141500.0,220000.0,35,72.0,104.47,165800.0
2019,"Академия маркетинга и социально-информационных технологий - ИМСИТ, г. Краснодар",Международные отношения,77700.0,121500.0,14,58.5,104.47,83000.0
2019,"Академия маркетинга и социально-информационных технологий - ИМСИТ, г. Краснодар",Менеджмент,77700.0,118500.0,29,55.6,104.47,83000.0
2019,"Академия маркетинга и социально-информационных технологий - ИМСИТ, г. Краснодар",Педагогическое образование,77700.0,114850.0,27,59.3,104.47,83000.0
2019,"Академия маркетинга и социально-информационных технологий - ИМСИТ, г. Краснодар",Реклама и связи с общественностью,90100.0,126900.0,15,58.6,104.47,98300.0
2019,"Академия маркетинга и социально-информационных технологий - ИМСИТ, г. Краснодар",Экономика,77700.0,114500.0,30,55.2,104.47,83000.0
2019,"Академия труда и социальных отношений, г. Москва",Государственное и муниципальное управление,120000.0,116750.0,18,56.6,104.47,125000.0
2019,"Академия труда и социальных отношений, г. Москва",Лингвистика и иностранные языки,123000.0,122200.0,54,62.2,104.47,129000.0
2019,"Академия труда и социальных отношений, г. Москва",Менеджмент,120000.0,118400.0,26,50.9,104.47,125000.0
2019,"Академия труда и социальных отношений, г. Москва",Реклама и связи с общественностью,120000.0,126900.0,16,57.0,104.47,125000.0
2019,"Академия труда и социальных отношений, г. Москва",Экономика,120000.0,114100.0,44,57.2,104.47,125000.0
2019,"Академия труда и социальных отношений, г. Москва",Юриспруденция,123000.0,120000.0,62,59.8,104.47,129000.0
2019,"Академия управления и производства, г. Москва",Государственное и муниципальное управление,110000.0,117200.0,3,63.5,104.47,107200.0
2019,"Академия управления и производства, г. Москва",Менеджмент,110000.0,118500.0,4,43.2,104.47,107200.0
2019,"Алтайский гос. гуманитарно-педагогический ун-т. им. В.М. Шукшина, г. Бийск",Педагогическое образование,91500.0,114850.0,10,50.4,104.47,97600.0
2019,"Алтайский гос. гуманитарно-педагогический ун-т. им. В.М. Шукшина, г. Бийск",Психолого-педагогическое и специальное (дефектологическое) образование,91500.0,114700.0,2,48.3,104.47,97600.0
2019,"Алтайский гос. медицинский ун-т., г. Барнаул",Здравоохранение,136200.0,154700.0,117,56.1,104.47,152800.0
2019,"Алтайский гос. педагогический ун-т., г. Барнаул",Информатика и вычислительная техника,80300.0,134500.0,1,42.3,104.47,105800.0
2019,"Алтайский гос. педагогический ун-т., г. Барнаул",Лингвистика и иностранные языки,73900.0,122450.0,55,66.2,104.47,97600.0
2019,"Алтайский гос. педагогический ун-т., г. Барнаул",Педагогическое образование,78300.0,114850.0,187,57.4,104.47,97600.0
2019,"Алтайский гос. педагогический ун-т., г. Барнаул",Психолого-педагогическое и специальное (дефектологическое) образование,78400.0,114700.0,15,55.2,104.47,97600.0
2019,"Алтайский гос. педагогический ун-т., г. Барнаул",Сфера обслуживания,71000.0,118300.0,7,57.0,104.47,97600.0
2019,"Алтайский гос. педагогический ун-т., г. Барнаул",Физическая культура,128100.0,152650.0,1,52.0,104.47,152700.0
2019,"Алтайский гос. техн. ун-т. им. И.И. Ползунова, г. Барнаул",Архитектура и градостроительство,97000.0,131700.0,33,57.1,104.47,109500.0
2019,"Алтайский гос. техн. ун-т. им. И.И. Ползунова, г. Барнаул",Бизнес-информатика,84900.0,122700.0,29,55.0,104.47,93500.0
2019,"Алтайский гос. техн. ун-т. им. И.И. Ползунова, г. Барнаул",Государственное и муниципальное управление,84900.0,117200.0,14,49.8,104.47,93500.0
2019,"Алтайский гос. техн. ун-т. им. И.И. Ползунова, г. Барнаул",Дизайн,145800.0,220000.0,10,63.9,104.47,182500.0
2019,"Алтайский гос. техн. ун-т. им. И.И. Ползунова, г. Барнаул",Информатика и вычислительная техника,97000.0,134500.0,26,47.1,104.47,109500.0
2019,"Алтайский гос. техн. ун-т. им. И.И. Ползунова, г. Барнаул",Информационная безопасность,97000.0,133650.0,5,51.2,104.47,109500.0
2019,"Алтайский гос. техн. ун-т. им. И.И. Ползунова, г. Барнаул",Машиностроение,97000.0,137000.0,5,49.6,104.47,109500.0
2019,"Алтайский гос. техн. ун-т. им. И.И. Ползунова, г. Барнаул",Менеджмент,90900.0,118500.0,23,51.7,104.47,101500.0
2019,"Алтайский гос. техн. ун-т. им. И.И. Ползунова, г. Барнаул",Пищевые технологии,97000.0,131600.0,7,46.3,104.47,109500.0
2019,"Алтайский гос. техн. ун-т. им. И.И. Ползунова, г. Барнаул",Приборостроение и оптотехника,97000.0,160250.0,9,52.4,104.47,109500.0
2019,"Алтайский гос. техн. ун-т. им. И.И. Ползунова, г. Барнаул",Строительство,97000.0,130400.0,15,48.3,104.47,109500.0
2019,"Алтайский гос. техн. ун-т. им. И.И. Ползунова, г. Барнаул",Технологии легкой промышленности,97000.0,121000.0,2,39.5,104.47,109500.0
2019,"Алтайский гос. техн. ун-т. им. И.И. Ползунова, г. Барнаул",Технологические машины и оборудование,97000.0,142600.0,4,44.5,104.47,109500.0
2019,"Алтайский гос. техн. ун-т. им. И.И. Ползунова, г. Барнаул",Транспортные средства,97000.0,134400.0,16,47.5,104.47,109500.0
2019,"Алтайский гос. техн. ун-т. им. И.И. Ползунова, г. Барнаул",Химическая и биотехнологии,97000.0,131900.0,16,50.9,104.47,109500.0
2019,"Алтайский гос. техн. ун-т. им. И.И. Ползунова, г. Барнаул",Экономика,84900.0,114500.0,84,56.4,104.47,93500.0
2019,"Алтайский гос. техн. ун-т. им. И.И. Ползунова, г. Барнаул",Энергетика и энергетическое машиностроение,97000.0,134500.0,26,46.7,104.47,109500.0
2019,"Алтайский гос. ун-т., г. Барнаул",Бизнес-информатика,103000.0,122700.0,8,65.7,104.47,107400.0
2019,"Алтайский гос. ун-т., г. Барнаул",Биология,99500.0,132800.0,11,54.3,104.47,114200.0
2019,"Алтайский гос. ун-т., г. Барнаул",География,99500.0,130000.0,5,51.9,104.47,114200.0
2019,"Алтайский гос. ун-т., г. Барнаул",Государственное и муниципальное управление,103000.0,117200.0,30,56.4,104.47,107400.0
2019,"Алтайский гос. ун-т., г. Барнаул",Журналистика и литературное творчество,103000.0,126900.0,34,65.0,104.47,107400.0
2019,"Алтайский гос. ун-т., г. Барнаул",Здравоохранение,99500.0,154700.0,10,53.3,104.47,114200.0
2019,"Алтайский гос. ун-т., г. Барнаул",Информатика и вычислительная техника,101200.0,134500.0,7,50.3,104.47,114200.0
2019,"Алтайский гос. ун-т., г. Барнаул",Информационная безопасность,99500.0,133650.0,4,51.8,104.47,114200.0
2019,"Алтайский гос. ун-т., г. Барнаул",История,87900.0,116500.0,17,59.8,104.47,97600.0
2019,"Алтайский гос. ун-т., г. Барнаул",Лесное дело,99500.0,169200.0,5,57.0,104.47,114200.0
2019,"Алтайский гос. ун-т., г. Барнаул",Лингвистика и иностранные языки,89000.0,122450.0,97,51.7,104.47,97600.0
2019,"Алтайский гос. ун-т., г. Барнаул",Математика,89000.0,126650.0,51,53.8,104.47,97600.0
2019,"Алтайский гос. ун-т., г. Барнаул",Международные отношения,96000.0,121500.0,63,65.6,104.47,105300.0
2019,"Алтайский гос. ун-т., г. Барнаул",Менеджмент,103000.0,118500.0,29,60.7,104.47,107400.0
2019,"Алтайский гос. ун-т., г. Барнаул",Политология,89000.0,125000.0,17,57.7,104.47,97600.0
2019,"Алтайский гос. ун-т., г. Барнаул",Профессиональное обучение,87900.0,114700.0,26,61.4,104.47,97600.0
2019,"Алтайский гос. ун-т., г. Барнаул",Психология,99500.0,124000.0,42,53.4,104.47,103800.0
2019,"Алтайский гос. ун-т., г. Барнаул",Реклама и связи с общественностью,101200.0,126900.0,66,62.8,104.47,105600.0
2019,"Алтайский гос. ун-т., г. Барнаул",Социальная работа,87900.0,115000.0,3,56.1,104.47,97600.0
2019,"Алтайский гос. ун-т., г. Барнаул",Социология,93700.0,120400.0,21,61.6,104.47,97600.0
2019,"Алтайский гос. ун-т., г. Барнаул",Сфера обслуживания,89000.0,118300.0,32,55.0,104.47,97600.0
2019,"Алтайский гос. ун-т., г. Барнаул",Физика,99500.0,160000.0,1,52.7,104.47,114200.0
2019,"Алтайский гос. ун-т., г. Барнаул",Филология,89000.0,120000.0,5,62.7,104.47,97600.0
2019,"Алтайский гос. ун-т., г. Барнаул",Химическая и биотехнологии,99500.0,131900.0,3,51.9,104.47,114200.0
2019,"Алтайский гос. ун-т., г. Барнаул",Химия,99500.0,132800.0,8,54.5,104.47,114200.0
2019,"Алтайский гос. ун-т., г. Барнаул",Экология,99500.0,137050.0,15,49.4,104.47,114200.0
2019,"Алтайский гос. ун-т., г. Барнаул",Экономика,101500.0,114500.0,95,58.7,104.47,107400.0
2019,"Алтайский гос. ун-т., г. Барнаул",Юриспруденция,113500.0,120000.0,260,60.5,104.47,118400.0
2019,Алтайский филиал РАНХиГС,Государственное и муниципальное управление,100300.0,117200.0,83,60.3,104.47,107400.0
2019,Алтайский филиал РАНХиГС,Психология,114300.0,124000.0,20,58.0,104.47,106800.0
2019,Алтайский филиал РАНХиГС,Экономика,100300.0,114500.0,91,62.5,104.47,107400.0
2019,Алтайский филиал РАНХиГС,Юриспруденция,100300.0,120000.0,189,62.4,104.47,117800.0
2019,Альметьевский гос. нефтяной ин-т.,Нефтегазовое дело,110200.0,161200.0,5,50.7,104.47,226600.0
2019,Альметьевский гос. нефтяной ин-т.,Экономика,100400.0,114100.0,5,64.6,104.47,160100.0
2019,Альметьевский филиал Казанского национального исследовательского технического ун-т.а им. А.Н.Туполева,Информатика и вычислительная техника,133800.0,134500.0,3,59.9,104.47,134500.0
2019,Альметьевский филиал Казанского национального исследовательского технического ун-т.а им. А.Н.Туполева,Технологические машины и оборудование,133800.0,142600.0,4,52.0,104.47,134500.0
2019,Альметьевский филиал Казанского национального исследовательского технического ун-т.а им. А.Н.Туполева,Экология,133800.0,137050.0,2,49.3,104.47,134500.0
2019,Альметьевский филиал Казанского национального исследовательского технического ун-т.а им. А.Н.Туполева,Экономика,120400.0,114100.0,14,57.2,104.47,116500.0
2019,"Амурский гос. ун-т., г. Благовещенск",Государственное и муниципальное управление,160000.0,116750.0,32,54.0,104.47,136700.0
2019,"Амурский гос. ун-т., г. Благовещенск",Дизайн,160000.0,218900.0,4,58.7,104.47,262600.0
2019,"Амурский гос. ун-т., г. Благовещенск",Информатика и вычислительная техника,160000.0,134500.0,4,42.3,104.47,156500.0
2019,"Амурский гос. ун-т., г. Благовещенск",Лингвистика и иностранные языки,160000.0,122200.0,12,60.1,104.47,136700.0
2019,"Амурский гос. ун-т., г. Благовещенск",Международные отношения,160000.0,120700.0,24,63.5,104.47,136700.0
2019,"Амурский гос. ун-т., г. Благовещенск",Менеджмент,160000.0,118400.0,16,49.7,104.47,136700.0
2019,"Амурский гос. ун-т., г. Благовещенск",Педагогическое образование,160000.0,114600.0,15,59.4,104.47,136700.0
2019,"Амурский гос. ун-т., г. Благовещенск",Сфера обслуживания,160000.0,117200.0,9,54.7,104.47,136700.0
2019,"Амурский гос. ун-т., г. Благовещенск",Технологии легкой промышленности,160000.0,117000.0,24,54.1,104.47,156500.0
2019,"Амурский гос. ун-т., г. Благовещенск",Филология,160000.0,119500.0,15,52.6,104.47,136700.0
2019,"Амурский гос. ун-т., г. Благовещенск",Экономика,160000.0,114100.0,105,58.6,104.47,136700.0
2019,"Амурский гос. ун-т., г. Благовещенск",Энергетика и энергетическое машиностроение,160000.0,134300.0,4,44.8,104.47,156500.0
2019,"Амурский гос. ун-т., г. Благовещенск",Юриспруденция,160000.0,120000.0,63,54.7,104.47,136700.0
2019,"Амурский гуманитарно-педагогический гос. ун-т., г. Комсомольск-на-Амуре",Педагогическое образование,154800.0,114600.0,2,47.4,104.47,159800.0
2019,Анапский филиал Московского педагогического государственного ун-т.а,Государственное и муниципальное управление,93400.0,117200.0,21,59.0,104.47,97200.0
2019,Анапский филиал Московского педагогического государственного ун-т.а,Менеджмент,93400.0,118500.0,27,64.7,104.47,97200.0
2019,Анапский филиал Московского педагогического государственного ун-т.а,Педагогическое образование,93300.0,114850.0,43,61.3,104.47,99400.0
2019,Ангарский гос. техн. ун-т.,Информатика и вычислительная техника,146500.0,134500.0,6,48.3,104.47,158900.0
2019,Ангарский гос. техн. ун-т.,Химическая и биотехнологии,146500.0,130500.0,1,45.3,104.47,158900.0
2019,Арзамасский филиал Национального исследовательского Нижегородского государственного ун-т.а им. Н.И. Лобачевского,Информатика и вычислительная техника,112500.0,134500.0,1,41.0,104.47,133100.0
2019,Арзамасский филиал Национального исследовательского Нижегородского государственного ун-т.а им. Н.И. Лобачевского,Педагогическое образование,112500.0,114600.0,7,59.1,104.47,115000.0
2019,Арзамасский филиал Национального исследовательского Нижегородского государственного ун-т.а им. Н.И. Лобачевского,Психология,112500.0,124000.0,3,44.7,104.47,115000.0
2019,Арзамасский филиал Национального исследовательского Нижегородского государственного ун-т.а им. Н.И. Лобачевского,Социальная работа,112500.0,114700.0,1,44.7,104.47,115000.0
2019,Армавирский гос. педагогический ун-т.,Информатика и вычислительная техника,118800.0,134500.0,2,49.5,104.47,128000.0
2019,Армавирский гос. педагогический ун-т.,Педагогическое образование,105800.0,114850.0,74,53.9,104.47,111000.0
2019,Армавирский гос. педагогический ун-т.,Профессиональное обучение,105800.0,114700.0,11,51.1,104.47,111000.0
2019,Армавирский гос. педагогический ун-т.,Психолого-педагогическое и специальное (дефектологическое) образование,105800.0,114700.0,4,45.2,104.47,111000.0
2019,Астраханский гос. медицинский ун-т.,Здравоохранение,117800.0,154700.0,228,59.6,104.47,122200.0
2019,Астраханский гос. медицинский ун-т.,Психология,106000.0,124000.0,2,46.4,104.47,106000.0
2019,Астраханский гос. техн. ун-т.,Автоматика и управление,116000.0,143400.0,8,49.7,104.47,116000.0
2019,Астраханский гос. техн. ун-т.,Архитектура и градостроительство,116000.0,131700.0,16,51.7,104.47,116000.0
2019,Астраханский гос. техн. ун-т.,Биология,116000.0,132800.0,3,47.5,104.47,116000.0
2019,Астраханский гос. техн. ун-т.,Информатика и вычислительная техника,116000.0,134500.0,34,56.3,104.47,116000.0
2019,Астраханский гос. техн. ун-т.,Информационная безопасность,116000.0,133650.0,5,49.9,104.47,116000.0
2019,Астраханский гос. техн. ун-т.,Менеджмент,104000.0,118500.0,10,51.5,104.47,104000.0
2019,Астраханский гос. техн. ун-т.,Нефтегазовое дело,116000.0,165000.0,16,46.6,104.47,128000.0
2019,Астраханский гос. техн. ун-т.,Сельское и рыбное хозяйство,116000.0,132600.0,4,48.3,104.47,116000.0
2019,Астраханский гос. техн. ун-т.,Сфера обслуживания,104000.0,118300.0,12,53.9,104.47,104000.0
2019,Астраханский гос. техн. ун-т.,Технологические машины и оборудование,116000.0,142600.0,3,44.7,104.47,116000.0
2019,Астраханский гос. техн. ун-т.,Экономика,104000.0,114500.0,33,59.8,104.47,104000.0
2019,Астраханский гос. техн. ун-т.,"Электронная техника, радиотехника и связь",116000.0,133650.0,1,42.3,104.47,116000.0
2019,Астраханский гос. техн. ун-т.,Энергетика и энергетическое машиностроение,143000.0,134500.0,1,40.0,104.47,122000.0
2019,Астраханский гос. техн. ун-т.,Юриспруденция,104000.0,120000.0,12,49.4,104.47,104000.0
2019,Астраханский гос. ун-т.,Архитектура и градостроительство,114800.0,131700.0,2,56.0,104.47,120900.0
2019,Астраханский гос. ун-т.,Геология,114800.0,153700.0,2,42.9,104.47,120900.0
2019,Астраханский гос. ун-т.,Дизайн,169300.0,220000.0,1,70.5,104.47,204600.0
2019,Астраханский гос. ун-т.,Журналистика и литературное творчество,114800.0,126900.0,24,65.3,104.47,103800.0
2019,Астраханский гос. ун-т.,Информатика и вычислительная техника,114800.0,134500.0,14,57.4,104.47,120900.0
2019,Астраханский гос. ун-т.,Информационная безопасность,114800.0,133650.0,1,66.0,104.47,120900.0
2019,Астраханский гос. ун-т.,Лингвистика и иностранные языки,101700.0,122450.0,71,68.1,104.47,103800.0
2019,Астраханский гос. ун-т.,Математика,101700.0,126650.0,2,57.8,104.47,103800.0
2019,Астраханский гос. ун-т.,Международные отношения,101700.0,121500.0,10,62.8,104.47,103800.0
2019,Астраханский гос. ун-т.,Менеджмент,101700.0,118500.0,45,59.2,104.47,103800.0
2019,Астраханский гос. ун-т.,Педагогическое образование,101700.0,114850.0,77,63.7,104.47,103800.0
2019,Астраханский гос. ун-т.,Политология,101700.0,125000.0,5,54.0,104.47,103800.0
2019,Астраханский гос. ун-т.,Психолого-педагогическое и специальное (дефектологическое) образование,101700.0,114700.0,1,52.3,104.47,103800.0
2019,Астраханский гос. ун-т.,Реклама и связи с общественностью,114800.0,126900.0,9,62.3,104.47,103800.0
2019,Астраханский гос. ун-т.,Сельское и рыбное хозяйство,114800.0,132600.0,1,57.0,104.47,120900.0
2019,Астраханский гос. ун-т.,Социальная работа,135500.0,115000.0,3,47.7,104.47,103800.0
2019,Астраханский гос. ун-т.,Социология,114800.0,120400.0,6,51.2,104.47,103800.0
2019,Астраханский гос. ун-т.,Сфера обслуживания,101700.0,118300.0,3,49.0,104.47,103800.0
2019,Астраханский гос. ун-т.,Экономика,101700.0,114500.0,23,57.4,104.47,103800.0
2019,Астраханский гос. ун-т.,Юриспруденция,101700.0,120000.0,38,58.7,104.47,103800.0
2019,Астраханский инженерно-строительный ин-т.,Архитектура и градостроительство,86100.0,131700.0,5,43.7,104.47,70000.0
2019,Астраханский инженерно-строительный ин-т.,Экономика,71500.0,114500.0,6,57.1,104.47,75000.0
2019,Астраханский филиал Саратовской государственной юридической академии,Юриспруденция,99600.0,120000.0,114,57.8,104.47,103800.0
2019,Ачинский филиал Красноярского государственного аграрного ун-т.а,Сельское и рыбное хозяйство,161600.0,130600.0,2,44.2,104.47,179800.0
2019,Ачинский филиал Красноярского государственного аграрного ун-т.а,Юриспруденция,147400.0,120000.0,18,56.4,104.47,157800.0
2019,"Байкальский гос. ун-т., г. Иркутск",Бизнес-информатика,135000.0,121350.0,6,61.8,104.47,140000.0
2019,"Байкальский гос. ун-т., г. Иркутск",Геодезия и землеустройство,148000.0,177000.0,4,54.0,104.47,193500.0
2019,"Байкальский гос. ун-т., г. Иркутск",Государственное и муниципальное управление,135000.0,116750.0,18,59.4,104.47,140000.0
2019,"Байкальский гос. ун-т., г. Иркутск",Журналистика и литературное творчество,148000.0,126500.0,16,61.6,104.47,160500.0
2019,"Байкальский гос. ун-т., г. Иркутск",Информатика и вычислительная техника,148000.0,134500.0,19,53.0,104.47,160500.0
2019,"Байкальский гос. ун-т., г. Иркутск",Лингвистика и иностранные языки,135000.0,122200.0,23,61.8,104.47,140000.0
2019,"Байкальский гос. ун-т., г. Иркутск",Международные отношения,135000.0,120700.0,15,62.4,104.47,140000.0
2019,"Байкальский гос. ун-т., г. Иркутск",Менеджмент,135000.0,118400.0,33,58.0,104.47,140000.0
2019,"Байкальский гос. ун-т., г. Иркутск",Психология,148000.0,123700.0,3,59.5,104.47,160500.0
2019,"Байкальский гос. ун-т., г. Иркутск",Социальная работа,135000.0,114700.0,3,54.8,104.47,140000.0
2019,"Байкальский гос. ун-т., г. Иркутск",Сфера обслуживания,135000.0,117200.0,33,58.8,104.47,140000.0
2019,"Байкальский гос. ун-т., г. Иркутск",Экономика,135000.0,114100.0,239,59.0,104.47,140000.0
2019,"Байкальский гос. ун-т., г. Иркутск",Юриспруденция,135000.0,120000.0,99,58.8,104.47,140000.0
2019,Балаковский филиал РАНХиГС,Государственное и муниципальное управление,80000.0,117200.0,10,52.1,104.47,94500.0
2019,Балаковский филиал РАНХиГС,Информатика и вычислительная техника,90100.0,134500.0,10,43.0,104.47,110700.0
2019,Балаковский филиал РАНХиГС,Экономика,80000.0,114500.0,9,57.9,104.47,94500.0
2019,Балаковский филиал РАНХиГС,Юриспруденция,72000.0,120000.0,2,63.4,104.47,94500.0
2019,Балашовский ин-т. (филиал) Саратовского национального исследовательского государственного ун-т.а им. Н.Г. Чернышевского,Педагогическое образование,92000.0,114850.0,11,57.3,104.47,98900.0
2019,"Балтийская гос. академия рыбопромыслового флота, г. Калининград",Информационная безопасность,125100.0,133650.0,4,57.5,104.47,130400.0
2019,"Балтийская гос. академия рыбопромыслового флота, г. Калининград",Управление водным транспортом,174700.0,221750.0,14,51.9,104.47,218000.0
2019,"Балтийский гос. техн. ун-т. ""Военмех"" им. Д.Ф. Устинова, г. Санкт-Петербург",Авиационная и ракетно-космическая техника,210000.0,177700.0,27,55.8,104.47,219200.0
2019,"Балтийский гос. техн. ун-т. ""Военмех"" им. Д.Ф. Устинова, г. Санкт-Петербург",Автоматика и управление,161800.0,141100.0,25,51.9,104.47,185300.0
2019,"Балтийский гос. техн. ун-т. ""Военмех"" им. Д.Ф. Устинова, г. Санкт-Петербург",Вооружение,210000.0,252150.0,3,56.7,104.47,219200.0
2019,"Балтийский гос. техн. ун-т. ""Военмех"" им. Д.Ф. Устинова, г. Санкт-Петербург",Информатика и вычислительная техника,164000.0,134500.0,147,60.8,104.47,185300.0
2019,"Балтийский гос. техн. ун-т. ""Военмех"" им. Д.Ф. Устинова, г. Санкт-Петербург",Лингвистика и иностранные языки,143500.0,122200.0,130,61.3,104.47,176900.0
2019,"Балтийский гос. техн. ун-т. ""Военмех"" им. Д.Ф. Устинова, г. Санкт-Петербург",Машиностроение,164000.0,134500.0,8,46.5,104.47,185300.0
2019,"Балтийский гос. техн. ун-т. ""Военмех"" им. Д.Ф. Устинова, г. Санкт-Петербург",Менеджмент,143500.0,118400.0,46,52.3,104.47,163800.0
2019,"Балтийский гос. техн. ун-т. ""Военмех"" им. Д.Ф. Устинова, г. Санкт-Петербург",Приборостроение и оптотехника,159500.0,153350.0,7,51.5,104.47,185300.0
2019,"Балтийский гос. техн. ун-т. ""Военмех"" им. Д.Ф. Устинова, г. Санкт-Петербург",Технологические машины и оборудование,159500.0,138850.0,10,53.6,104.47,185300.0
2019,"Балтийский гос. техн. ун-т. ""Военмех"" им. Д.Ф. Устинова, г. Санкт-Петербург",Экология,156000.0,136800.0,11,50.1,104.47,185300.0
2019,"Балтийский гос. техн. ун-т. ""Военмех"" им. Д.Ф. Устинова, г. Санкт-Петербург",Экономика,143500.0,114100.0,35,52.8,104.47,163800.0
2019,"Балтийский гос. техн. ун-т. ""Военмех"" им. Д.Ф. Устинова, г. Санкт-Петербург","Электронная техника, радиотехника и связь",159500.0,130900.0,14,52.3,104.47,185300.0
2019,"Балтийский гос. техн. ун-т. ""Военмех"" им. Д.Ф. Устинова, г. Санкт-Петербург",Энергетика и энергетическое машиностроение,159500.0,134300.0,7,57.8,104.47,185300.0
2019,"Балтийский ин-т. экологии, политики и права, г. Санкт-Петербург",Дизайн,55500.0,220000.0,2,63.0,104.47,120000.0
2019,Балтийский федеральный ун-т. им. И. Канта,Библиотеки и архивы,115800.0,111000.0,5,61.4,104.47,124000.0
2019,Балтийский федеральный ун-т. им. И. Канта,Бизнес-информатика,115800.0,121350.0,20,67.6,104.47,124000.0
2019,Балтийский федеральный ун-т. им. И. Канта,Дизайн,183400.0,218900.0,18,64.7,104.47,247400.0
2019,Балтийский федеральный ун-т. им. И. Канта,Журналистика и литературное творчество,136800.0,126500.0,26,70.5,104.47,143000.0
2019,Балтийский федеральный ун-т. им. И. Канта,Информатика и вычислительная техника,139000.0,134500.0,10,64.2,104.47,145000.0
2019,Балтийский федеральный ун-т. им. И. Канта,История,115800.0,115800.0,9,62.4,104.47,124000.0
2019,Балтийский федеральный ун-т. им. И. Канта,Лингвистика и иностранные языки,115800.0,122200.0,90,74.7,104.47,124000.0
2019,Балтийский федеральный ун-т. им. И. Канта,Математика,117400.0,126650.0,29,64.9,104.47,124000.0
2019,Балтийский федеральный ун-т. им. И. Канта,Менеджмент,115800.0,118400.0,16,65.8,104.47,124000.0
2019,Балтийский федеральный ун-т. им. И. Канта,Педагогическое образование,115800.0,114600.0,43,65.3,104.47,124000.0
2019,Балтийский федеральный ун-т. им. И. Канта,Политология,115800.0,125000.0,11,64.1,104.47,124000.0
2019,Балтийский федеральный ун-т. им. И. Канта,Психология,129000.0,123700.0,8,61.6,104.47,135000.0
2019,Балтийский федеральный ун-т. им. И. Канта,Реклама и связи с общественностью,136800.0,126500.0,22,64.8,104.47,143000.0
2019,Балтийский федеральный ун-т. им. И. Канта,Социология,114800.0,119500.0,8,64.4,104.47,124000.0
2019,Балтийский федеральный ун-т. им. И. Канта,Строительство,129000.0,130200.0,1,49.0,104.47,144000.0
2019,Балтийский федеральный ун-т. им. И. Канта,Сфера обслуживания,115300.0,117200.0,17,63.0,104.47,124000.0
2019,Балтийский федеральный ун-т. им. И. Канта,Транспортные средства,139000.0,134200.0,2,52.3,104.47,147000.0
2019,Балтийский федеральный ун-т. им. И. Канта,Физическая культура,183400.0,152200.0,1,68.5,104.47,188800.0
2019,Балтийский федеральный ун-т. им. И. Канта,Филология,114800.0,119500.0,30,73.0,104.47,124000.0
2019,Балтийский федеральный ун-т. им. И. Канта,Философия,143000.0,144200.0,3,66.3,104.47,124000.0
2019,Балтийский федеральный ун-т. им. И. Канта,Экономика,114800.0,114100.0,29,66.4,104.47,124000.0
2019,Балтийский федеральный ун-т. им. И. Канта,Юриспруденция,123000.0,120000.0,25,70.5,104.47,124000.0
2019,"Башкирский гос. аграрный ун-т., г. Уфа",Пищевые технологии,90600.0,131600.0,2,58.5,104.47,105800.0
2019,"Башкирский гос. аграрный ун-т., г. Уфа",Сельское и рыбное хозяйство,90600.0,132600.0,1,58.3,104.47,105800.0
2019,"Башкирский гос. аграрный ун-т., г. Уфа",Экономика,77700.0,114500.0,31,61.2,104.47,85400.0
2019,"Башкирский гос. медицинский ун-т., г. Уфа",Биология,125200.0,132800.0,24,56.2,104.47,134700.0
2019,"Башкирский гос. медицинский ун-т., г. Уфа",Здравоохранение,141500.0,154350.0,333,67.8,104.47,171000.0
2019,"Башкирский гос. ун-т., г. Уфа",Бизнес-информатика,98100.0,122700.0,12,66.2,104.47,110400.0
2019,"Башкирский гос. ун-т., г. Уфа",Востоковедение и африканистика,98100.0,190000.0,5,60.7,104.47,110400.0
2019,"Башкирский гос. ун-т., г. Уфа",География,109900.0,130000.0,4,62.4,104.47,127600.0
2019,"Башкирский гос. ун-т., г. Уфа",Геология,109900.0,153700.0,8,65.1,104.47,142200.0
